,Unnamed: 0,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
1428,1428,706,3,0,46,2,127660.46,2,1,0,150156.82,1
1429,1429,786,2,0,32,2,104336.43,2,0,0,59559.81,0
1430,1430,652,1,0,36,6,112518.71,2,0,1,110421.31,0
1431,1431,606,3,1,30,8,180307.73,2,1,1,1914.41,0
1432,1432,656,2,0,49,9,97092.87,1,1,0,74771.22,1
1433,1433,758,1,0,33,7,0.0,2,0,0,82996.47,0
1434,1434,767,1,0,35,9,0.0,2,1,0,39511.61,0
1435,1435,621,1,1,35,7,87619.29,1,1,0,143.34,0
1436,1436,699,1,0,43,3,80764.03,1,1,0,199378.58,1
1437,1437,529,1,1,61,1,0.0,2,1,1,191370.97,0
1438,1438,567,1,1,59,3,0.0,2,1,0,25843.7,1
1439,1439,801,3,0,46,6,0.0,2,1,1,170008.74,0
1440,1440,576,3,1,52,2,100549.43,2,1,1,16644.16,0
1441,1441,730,1,0,37,1,0.0,2,1,1,124364.63,0
1442,1442,590,3,0,29,2,166930.76,2,1,0,122487.73,0
1443,1443,737,1,0,33,4,0.0,2,1,0,115115.32,0
1444,1444,488,3,0,39,9,140553.46,1,0,0,12440.44,0
1445,1445,736,1,0,36,6,0.0,1,1,0,70496.66,0
1446,1446,850,1,1,39,6,96863.13,1,1,1,121681.19,0
1447,1447,505,2,0,37,6,159863.9,2,0,1,125307.87,0
1448,1448,694,1,1,42,8,133767.19,1,1,0,36405.21,0
1449,1449,722,3,0,35,1,120171.58,1,1,0,125240.8,0
1450,1450,710,2,0,24,7,103099.17,2,1,0,173276.62,0
1451,1451,572,2,0,54,9,97382.53,1,1,1,195771.95,0
1452,1452,583,1,1,38,8,0.0,1,1,0,47848.56,0
1453,1453,642,1,1,30,8,117494.27,1,0,0,61977.82,0
1454,1454,757,2,1,36,1,65349.71,1,0,0,64539.64,0
1455,1455,649,2,1,40,4,95001.33,1,0,1,123202.99,0
1456,1456,603,1,1,40,4,102833.46,2,1,1,38829.11,0
1457,1457,587,3,0,35,3,83286.56,1,1,0,125553.52,0
1458,1458,589,1,1,29,2,0.0,2,0,1,98320.27,0
1459,1459,621,1,0,40,6,0.0,1,1,0,155155.25,0
1460,1460,581,1,1,38,1,0.0,2,1,0,46176.22,0
1461,1461,519,1,1,42,8,0.0,2,1,1,101485.72,0
1462,1462,706,1,1,38,1,0.0,2,1,0,122379.54,0
1463,1463,732,1,0,36,9,0.0,1,0,0,3749.0,1
1464,1464,731,1,0,47,1,115414.19,3,0,0,191734.67,1
1465,1465,596,1,1,36,2,0.0,2,1,1,12067.39,0
1466,1466,590,1,0,45,2,81828.22,1,1,0,52167.97,0
1467,1467,776,2,1,33,8,115130.34,1,0,0,129525.5,1
1468,1468,613,2,1,33,3,155736.42,2,1,1,57751.21,0
1469,1469,687,3,0,50,5,0.0,2,1,0,110230.4,0
1470,1470,704,2,0,54,6,133656.91,3,1,0,145071.33,1
1471,1471,535,1,1,47,0,160729.1,1,0,1,145986.35,0
1472,1472,630,3,1,41,7,107511.52,1,0,1,46156.87,0
1473,1473,484,1,1,41,5,0.0,1,1,1,74267.35,0
1474,1474,428,1,0,31,2,0.0,2,1,0,54487.43,0
1475,1475,681,3,0,37,6,121231.39,1,1,1,146366.08,0
1476,1476,720,3,1,34,3,0.0,2,1,1,77047.78,0
1477,1477,574,1,0,33,3,134348.57,1,1,0,63163.99,0
1478,1478,567,2,1,41,0,134378.89,1,1,1,105746.94,0
1479,1479,660,2,0,29,6,180520.29,1,1,1,123850.58,0
1480,1480,532,1,0,40,5,0.0,2,0,1,177099.71,0
1481,1481,601,1,1,44,1,100486.18,2,1,1,62678.53,0
1482,1482,589,2,1,38,8,92219.21,1,1,0,99106.97,0
1483,1483,679,2,0,30,4,77949.69,1,1,1,121151.46,0
1484,1484,779,2,0,40,2,75470.23,1,1,1,52894.01,0
1485,1485,476,3,0,69,1,105303.73,1,0,1,134260.34,0
1486,1486,655,1,0,32,2,0.0,1,1,1,71047.51,0
1487,1487,734,1,0,54,3,0.0,1,1,0,130805.54,1
1488,1488,611,1,1,64,9,0.0,2,1,1,53277.15,0
1489,1489,660,1,0,40,8,167181.01,1,1,1,185156.94,0
1490,1490,704,2,0,39,1,124640.51,1,1,0,116511.12,1
1491,1491,811,1,1,46,9,180226.24,1,1,0,13464.64,1
1492,1492,395,2,0,34,5,106011.59,1,1,1,17376.57,1
1493,1493,692,3,1,46,2,0.0,2,1,1,105983.09,0
1494,1494,601,1,0,43,2,0.0,1,1,0,49713.87,1
1495,1495,701,3,0,21,9,0.0,2,1,1,26327.42,0
1496,1496,607,3,0,62,8,108004.64,1,1,1,23386.77,1
1497,1497,766,2,0,45,6,97652.96,1,1,0,127332.33,0
1498,1498,789,1,0,53,1,158271.74,1,1,1,5036.39,1
1499,1499,692,3,0,34,4,109699.08,1,1,1,37898.91,0
1500,1500,611,1,1,38,4,71018.6,2,1,0,2444.29,0
1501,1501,565,2,1,59,9,69129.59,1,1,1,170705.53,0
1502,1502,670,1,0,41,10,0.0,3,1,0,81602.02,0
1503,1503,740,2,1,40,4,114318.78,2,1,0,129333.69,1
1504,1504,477,2,0,39,4,182491.57,1,1,0,185830.72,0
1505,1505,850,3,0,41,3,99945.93,2,1,0,71179.31,0
1506,1506,618,1,0,49,9,44301.43,3,1,1,89729.3,1
1507,1507,797,2,1,32,1,151922.94,1,1,0,8877.06,0
1508,1508,513,3,1,88,10,0.0,2,1,1,52952.24,0
1509,1509,540,3,1,37,0,120825.7,1,1,0,28257.89,0
1510,1510,682,2,1,36,5,72373.62,2,1,0,36895.99,0
1511,1511,647,2,0,35,3,166518.63,2,1,0,147930.46,0
1512,1512,700,2,0,28,3,99705.69,2,0,0,146723.72,0
1513,1513,705,1,1,32,7,0.0,2,1,0,7921.57,0
1514,1514,645,1,0,36,8,0.0,2,1,1,12096.61,1
1515,1515,507,1,1,42,6,0.0,2,1,0,34777.23,0
1516,1516,760,3,1,28,1,141038.57,2,0,0,16287.38,0
1517,1517,621,1,0,43,5,0.0,1,1,1,47578.45,0
1518,1518,666,1,1,36,4,120165.4,2,1,0,33701.5,0
1519,1519,625,1,0,44,7,0.0,1,1,0,4791.8,0
1520,1520,619,2,1,41,3,147974.16,2,1,0,170518.83,0
1521,1521,736,1,0,29,9,0.0,2,0,0,176152.7,0
1522,1522,479,1,1,47,6,121797.09,1,0,1,5811.9,1
1523,1523,750,3,0,34,9,112822.26,1,0,0,150401.53,1
1524,1524,702,3,0,38,9,0.0,2,1,1,158527.45,0
1525,1525,834,2,0,68,9,130169.27,2,0,1,93112.2,0
1526,1526,600,1,0,32,1,78535.25,1,1,0,64349.6,0
1527,1527,651,2,0,41,4,133432.59,1,0,1,151303.48,0
1528,1528,540,3,1,39,1,0.0,1,0,1,108419.41,0
1529,1529,671,1,0,29,3,0.0,2,1,0,158043.11,0
1530,1530,516,3,0,33,3,0.0,2,1,1,58685.59,0
1531,1531,655,2,1,52,9,144696.75,1,1,1,49025.79,0
1532,1532,535,1,0,38,8,0.0,2,1,0,136620.64,0
1533,1533,518,1,0,45,9,105525.65,2,1,1,73418.29,0
1534,1534,624,3,0,36,0,0.0,2,1,0,111605.9,0
1535,1535,767,2,1,20,3,119714.25,2,0,1,150135.38,0
1536,1536,683,2,0,39,2,100062.16,2,1,0,109201.43,0
1537,1537,573,1,1,35,9,0.0,2,1,0,11743.89,0
1538,1538,713,1,1,41,3,0.0,2,1,0,55772.04,0
1539,1539,429,1,1,60,7,0.0,2,1,1,163691.48,0
1540,1540,572,1,1,33,5,0.0,1,0,1,41139.05,0
1541,1541,672,1,0,53,9,169406.33,4,1,1,147311.47,1
1542,1542,850,3,0,24,1,0.0,2,0,1,69052.87,0
1543,1543,799,3,1,38,2,0.0,2,1,1,59297.34,0
1544,1544,698,1,1,37,8,0.0,2,0,0,145004.39,0
1545,1545,565,2,1,52,5,97720.35,2,1,0,175070.94,1
1546,1546,547,1,0,49,2,0.0,1,0,0,65466.93,1
1547,1547,635,3,1,46,8,0.0,2,1,1,60739.16,0
1548,1548,601,1,1,46,2,99786.07,1,1,1,32683.88,1
1549,1549,790,1,0,41,2,126619.27,1,1,0,198224.38,0
1550,1550,521,3,0,34,7,70731.07,1,1,1,20243.97,1
1551,1551,473,2,1,40,8,152576.25,2,1,0,73073.68,0
1552,1552,556,1,0,30,7,0.0,2,1,1,186648.19,0
1553,1553,741,1,1,37,9,105261.76,2,1,1,149503.54,0
1554,1554,691,1,1,30,9,0.0,1,1,0,49594.02,0
1555,1555,638,1,0,48,10,138333.03,1,1,1,47679.14,0
1556,1556,614,1,0,41,8,121558.46,1,1,1,598.8,0
1557,1557,437,1,0,26,1,120923.52,1,0,1,78854.57,0
1558,1558,680,1,1,33,1,123082.08,1,1,0,134960.98,0
1559,1559,850,1,1,47,6,0.0,1,1,0,187391.02,1
1560,1560,663,2,1,49,7,116150.65,3,1,1,84358.71,1
1561,1561,850,3,1,33,3,100476.46,2,1,1,136539.13,0
1562,1562,772,2,1,30,6,99785.28,2,0,0,197238.03,0
1563,1563,604,3,1,23,9,124577.33,1,1,1,7267.25,0
1564,1564,614,2,0,30,3,131344.52,2,1,0,54776.64,0
1565,1565,608,1,0,30,8,0.0,2,1,0,128875.86,0
1566,1566,734,3,1,39,6,0.0,1,1,1,95135.27,0
1567,1567,710,3,0,75,5,0.0,2,1,1,9376.89,0
1568,1568,653,1,0,43,6,0.0,2,1,1,7330.59,0
1569,1569,527,3,1,37,5,93722.73,2,1,1,139093.73,0
1570,1570,561,1,0,35,5,0.0,2,1,0,59981.62,0
1571,1571,706,2,0,29,6,185544.36,1,1,0,171037.63,0
1572,1572,705,3,0,24,5,177799.83,2,0,0,79886.06,0
1573,1573,589,1,0,21,3,0.0,2,0,1,55601.44,0
1574,1574,544,2,1,39,4,142406.43,2,1,0,146637.45,0
1575,1575,714,3,1,45,0,124693.48,1,0,1,187194.15,0
1576,1576,726,1,0,48,4,0.0,1,1,0,114020.06,1
1577,1577,680,1,1,36,3,116275.12,1,1,1,63795.8,0
1578,1578,430,1,0,33,8,0.0,1,1,1,69759.91,0
1579,1579,559,1,0,34,5,68999.66,2,1,1,66879.27,0
1580,1580,613,2,1,69,9,78778.49,1,0,1,8751.59,0
1581,1581,608,3,0,38,9,102406.76,1,0,1,57600.66,0
1582,1582,638,2,0,39,0,122501.28,2,1,1,95007.8,0
1583,1583,596,3,1,32,4,0.0,2,0,1,146504.35,0
1584,1584,550,2,0,42,10,128707.31,1,1,0,63092.65,1
1585,1585,596,3,1,29,2,0.0,2,1,1,1591.19,0
1586,1586,618,1,0,31,4,0.0,2,1,0,29176.04,0
1587,1587,544,3,1,37,2,0.0,2,0,0,135067.02,0
1588,1588,619,1,0,35,4,90413.12,1,1,1,20555.21,0
1589,1589,791,1,0,52,7,0.0,1,1,1,122782.5,0
1590,1590,686,2,1,43,2,134896.03,1,1,1,97847.05,0
1591,1591,718,3,1,28,6,0.0,2,1,0,146875.86,0
1592,1592,530,3,0,41,4,0.0,2,0,1,147606.71,0
1593,1593,754,2,0,39,3,160761.41,1,1,1,24156.03,0
1594,1594,691,2,1,27,3,160358.68,2,1,0,142367.72,0
1595,1595,653,1,1,47,6,0.0,1,1,0,50695.93,1
1596,1596,567,3,1,35,8,153137.74,1,1,0,88659.07,0
1597,1597,701,3,0,35,9,0.0,2,0,0,170996.86,0
1598,1598,596,1,1,39,9,0.0,1,1,0,48963.59,0
1599,1599,506,3,1,32,8,0.0,2,0,1,182692.8,0
1600,1600,660,1,1,34,1,0.0,2,1,0,9692.58,0
1601,1601,504,3,1,40,5,0.0,2,0,0,146703.36,0
1602,1602,594,1,1,27,0,197041.8,1,0,0,151912.49,0
1603,1603,708,2,1,42,9,176702.36,2,1,1,104804.74,0
1604,1604,767,3,1,31,6,0.0,2,1,1,195668.0,0
1605,1605,634,3,1,31,9,108632.48,1,1,1,179485.96,1
1606,1606,748,1,1,34,5,84009.47,1,1,1,137001.1,0
1607,1607,675,3,1,32,10,0.0,2,1,0,191545.65,0
1608,1608,798,3,0,58,9,0.0,2,0,0,119071.56,1
1609,1609,665,3,0,40,1,173432.55,1,0,1,116766.79,0
1610,1610,718,1,0,39,3,0.0,2,1,1,145355.11,0
1611,1611,553,1,1,38,3,99844.68,1,0,0,187915.7,0
1612,1612,600,1,0,41,1,0.0,2,1,1,91193.65,0
1613,1613,506,2,0,59,3,190353.08,1,1,0,78365.75,0
1614,1614,452,3,1,44,3,88915.85,1,1,0,69697.74,0
1615,1615,685,1,0,33,6,0.0,2,0,1,186785.01,0
1616,1616,748,2,0,40,3,103499.09,2,0,0,38153.19,0
1617,1617,737,3,0,39,7,130051.66,2,0,0,55356.39,1
1618,1618,572,2,0,48,3,152827.99,1,1,0,38411.79,1
1619,1619,709,1,0,30,5,0.0,2,0,1,161388.22,0
1620,1620,781,1,0,27,5,0.0,2,0,0,72969.9,0
1621,1621,599,2,0,49,10,143888.22,2,1,1,166236.38,1
1622,1622,722,2,0,48,10,138311.76,1,1,1,3472.63,1
1623,1623,684,3,1,24,8,143582.89,1,1,1,22527.27,0
1624,1624,665,2,1,32,1,132178.67,1,0,0,11865.76,0
1625,1625,772,2,0,51,9,143930.92,1,0,1,46675.51,1
1626,1626,724,2,0,35,0,171982.95,2,0,1,167313.07,0
1627,1627,531,3,1,70,1,0.0,2,0,0,99503.19,0
1628,1628,809,1,0,38,2,154763.21,2,1,1,174800.31,0
1629,1629,643,2,1,41,7,154902.66,1,1,1,49667.28,0
1630,1630,695,3,0,31,8,0.0,2,0,1,131644.41,0
1631,1631,669,1,1,29,7,0.0,2,1,1,138145.62,0
1632,1632,603,2,0,40,8,148897.02,1,0,0,105052.9,0
1633,1633,662,3,0,41,4,90350.77,1,1,0,75884.65,1
1634,1634,686,1,0,31,1,0.0,2,1,0,4802.25,0
1635,1635,850,3,1,38,7,115378.94,1,0,1,162087.82,0
1636,1636,690,1,0,26,5,157624.84,1,1,1,49599.27,0
1637,1637,721,1,1,40,3,0.0,1,1,1,144874.67,0
1638,1638,702,3,0,35,8,14262.8,2,1,0,54689.16,0
1639,1639,685,3,1,23,5,164902.43,1,0,0,141152.28,0
1640,1640,648,3,0,56,6,157559.59,2,1,0,140991.23,1
1641,1641,634,1,0,41,8,68213.99,1,1,1,6382.46,0
1642,1642,554,2,0,55,0,108477.27,1,0,1,140003.0,1
1643,1643,730,1,1,34,5,122453.37,2,1,0,138882.98,0
1644,1644,721,1,0,55,3,44020.89,1,1,0,65864.4,1
1645,1645,694,1,1,60,9,0.0,1,1,1,57088.97,0
1646,1646,682,1,0,46,2,0.0,1,1,1,114442.66,0
1647,1647,647,2,0,22,3,97975.82,2,0,1,62083.0,0
1648,1648,706,1,1,54,9,117444.51,1,1,1,186238.85,0
1649,1649,617,1,0,28,0,0.0,2,1,1,7597.83,1
1650,1650,528,2,0,62,7,133201.17,1,0,0,168507.68,1
1651,1651,664,1,0,44,8,142989.69,1,1,1,115452.51,1
1652,1652,768,1,0,36,5,180169.44,2,1,0,17348.56,0
1653,1653,505,2,0,37,10,122453.97,2,1,1,52693.99,0
1654,1654,559,1,0,29,3,79715.36,1,1,0,82252.28,0
1655,1655,531,2,0,42,6,88324.31,2,1,0,75248.75,0
1656,1656,694,1,0,30,9,0.0,2,1,1,26960.31,0
1657,1657,639,3,0,27,8,133806.54,2,1,0,6251.3,0
1658,1658,700,3,0,46,5,56580.95,2,0,1,45424.13,0
1659,1659,751,1,0,48,4,0.0,1,0,1,30165.06,1
1660,1660,435,2,1,37,8,114346.3,1,0,1,980.93,1
1661,1661,656,1,0,75,3,0.0,2,1,1,1276.87,0
1662,1662,628,1,1,30,8,89182.09,1,1,1,13126.9,0
1663,1663,537,3,0,38,1,0.0,2,0,1,41233.97,0
1664,1664,684,1,1,27,2,134603.88,1,1,1,71725.73,0
1665,1665,567,2,1,40,7,122265.24,1,1,0,138552.74,0
1666,1666,773,2,1,51,8,116197.65,2,1,1,86701.4,0
1667,1667,350,3,1,54,1,152677.48,1,1,1,191973.49,1
1668,1668,768,3,0,44,6,60603.4,1,1,1,178045.97,0
1669,1669,769,1,1,31,4,61297.05,2,1,1,7118.02,0
1670,1670,545,1,1,37,3,91184.01,1,1,0,105476.65,0
1671,1671,619,1,0,30,7,70729.17,1,1,1,160948.87,0
1672,1672,633,2,0,29,0,138577.34,1,1,0,193362.99,0
1673,1673,743,3,0,36,8,92716.96,1,1,1,33693.78,0
1674,1674,578,2,0,36,8,129745.1,1,1,1,143683.75,0
1675,1675,707,2,0,51,10,98438.23,1,0,0,70778.63,1
1676,1676,699,2,0,31,10,125837.86,2,1,0,189392.66,0
1677,1677,487,3,0,36,1,140137.15,1,1,0,194073.33,0
1678,1678,650,2,0,28,5,122034.4,3,0,1,146663.43,1
1679,1679,477,3,1,31,9,0.0,2,0,1,184061.17,0
1680,1680,454,2,0,50,10,92895.56,1,1,0,154344.0,1
1681,1681,713,1,0,32,1,117094.02,1,0,0,149558.83,1
1682,1682,680,2,1,44,0,129974.79,2,1,1,33391.38,0
1683,1683,848,3,1,22,7,120811.89,1,1,1,185510.34,0
1684,1684,568,3,1,39,5,0.0,2,1,1,129569.92,0
1685,1685,534,3,1,34,5,170600.78,1,0,1,5240.53,0
1686,1686,752,3,1,36,2,0.0,2,1,1,45570.84,0
1687,1687,731,1,0,38,10,123711.73,2,1,0,171340.68,1
1688,1688,682,1,0,42,0,0.0,1,0,1,91981.85,1
1689,1689,826,1,0,49,0,0.0,1,0,0,178709.98,1
1690,1690,605,3,0,36,9,0.0,2,0,1,35521.63,0
1691,1691,817,2,0,46,0,89087.89,1,0,1,87941.85,1
1692,1692,531,1,1,29,3,114590.58,1,0,0,75585.48,0
1693,1693,794,1,1,35,6,0.0,2,1,1,68730.91,0
1694,1694,639,3,1,34,7,149940.04,2,0,0,156648.81,0
1695,1695,684,1,1,60,2,116563.58,1,1,0,120257.7,1
1696,1696,627,3,1,49,4,111087.5,1,0,1,146680.25,0
1697,1697,625,3,0,49,2,80816.45,1,1,1,20018.79,0
1698,1698,740,2,0,36,4,109044.6,1,0,0,94554.74,1
1699,1699,561,3,0,33,6,0.0,2,1,0,45261.47,0
1700,1700,624,2,0,45,5,151855.33,1,1,0,68794.15,0
1701,1701,500,2,1,44,9,160838.13,2,1,0,196261.64,0
1702,1702,652,3,1,28,8,156823.7,2,1,0,198251.52,0
1703,1703,733,2,0,30,1,102452.71,1,1,0,21556.95,0
1704,1704,531,2,0,32,0,109570.21,2,1,1,172049.84,0
1705,1705,568,3,0,43,9,0.0,1,1,0,125870.79,1
1706,1706,548,2,0,33,0,101084.36,1,1,0,42749.85,0
1707,1707,676,1,0,37,5,89634.69,1,1,1,169583.18,1
1708,1708,850,2,0,35,2,80931.75,1,0,0,12639.67,1
1709,1709,522,3,1,30,3,0.0,2,1,0,145490.85,0
1710,1710,850,1,1,31,6,131996.66,2,1,1,178747.43,0
1711,1711,739,1,1,42,2,141642.92,2,1,0,172149.76,0
1712,1712,694,3,1,57,8,116326.07,1,1,1,117704.65,0
1713,1713,746,1,1,48,5,165282.42,1,1,0,153786.46,1
1714,1714,732,2,1,50,6,145338.76,1,0,0,91936.1,1
1715,1715,575,1,1,29,4,121823.4,2,1,1,50368.87,0
1716,1716,661,3,0,42,9,75361.44,1,1,0,27608.12,1
1717,1717,677,1,1,30,1,78133.15,1,0,1,174225.88,0
1718,1718,793,1,0,41,3,141806.46,1,1,0,102921.17,0
1719,1719,550,1,1,32,8,97514.07,1,1,1,199138.84,0
1720,1720,689,1,0,46,7,52016.08,2,1,1,72993.65,0
1721,1721,691,1,1,50,6,136953.47,1,1,1,2704.98,0
1722,1722,590,1,1,47,0,117879.32,1,1,1,8214.46,0
1723,1723,572,3,1,35,4,152390.26,1,1,0,128123.66,0
1724,1724,775,1,0,27,4,152309.37,1,1,0,104112.0,0
1725,1725,734,1,0,40,9,176914.8,1,1,1,12799.23,0
1726,1726,593,3,1,32,10,158537.42,1,1,0,166850.57,0
1727,1727,613,1,1,41,7,0.0,2,1,0,60297.72,0
1728,1728,735,3,1,29,10,0.0,2,1,1,95025.27,0
1729,1729,789,2,0,37,6,110689.07,1,1,1,71121.04,1
1730,1730,553,1,1,42,1,0.0,2,0,0,23822.04,0
1731,1731,787,1,0,42,10,145988.65,2,1,1,79510.37,0
1732,1732,628,2,0,51,10,115280.49,2,0,0,12628.61,1
1733,1733,697,1,1,36,7,0.0,2,1,1,74760.32,0
1734,1734,654,1,1,55,3,87485.67,1,1,1,3299.01,0
1735,1735,817,1,1,44,8,0.0,1,0,0,65501.91,1
1736,1736,662,3,1,38,4,0.0,2,1,0,136259.65,0
1737,1737,755,1,0,28,7,124540.28,1,0,1,188850.89,0
1738,1738,687,2,0,27,9,152328.88,2,0,0,126494.82,0
1739,1739,773,1,1,33,9,0.0,2,1,1,1118.31,0
1740,1740,681,1,1,34,7,0.0,2,0,0,130686.59,0
1741,1741,537,2,0,37,7,158411.95,4,1,1,117690.58,1
1742,1742,850,1,1,36,7,0.0,1,1,1,40812.9,0
1743,1743,682,1,1,50,6,121818.84,2,0,1,124151.37,0
1744,1744,567,1,1,54,9,96402.96,1,0,0,52035.29,1
1745,1745,683,1,1,41,6,95696.52,2,1,1,184366.14,0
1746,1746,637,2,1,35,8,147127.81,2,1,1,84760.7,0
1747,1747,636,3,1,60,7,124447.73,1,1,1,141364.62,1
1748,1748,713,3,0,48,1,163760.82,1,0,0,157381.14,1
1749,1749,674,1,1,45,7,144889.18,1,1,1,102591.9,1
1750,1750,769,3,1,38,6,0.0,2,0,0,104393.78,0
1751,1751,485,2,1,34,3,133658.24,1,1,0,70209.83,0
1752,1752,650,3,0,50,7,129667.77,1,0,0,42028.16,0
1753,1753,538,3,1,43,5,0.0,2,1,0,126933.73,0
1754,1754,640,3,1,47,6,89047.14,1,1,0,116286.25,0
1755,1755,777,1,1,29,2,0.0,2,1,0,124489.88,0
1756,1756,569,3,1,31,1,115406.97,1,0,0,145528.22,0
1757,1757,644,3,0,46,6,12459.19,1,0,0,156787.34,1
1758,1758,683,1,0,32,9,0.0,2,1,1,24991.92,0
1759,1759,558,2,0,32,1,108262.87,1,1,1,6935.31,0
1760,1760,746,1,0,32,4,0.0,2,1,1,72909.75,0
1761,1761,731,2,0,49,4,88826.07,1,1,1,33759.41,1
1762,1762,517,2,1,53,0,109172.88,1,1,0,54676.1,1
1763,1763,686,2,1,33,9,141918.09,2,0,1,184036.47,0
1764,1764,452,1,0,33,6,131698.57,2,1,0,151623.91,0
1765,1765,835,1,1,25,7,0.0,2,1,1,83449.65,0
1766,1766,610,1,0,27,4,87262.4,2,1,0,182720.07,0
1767,1767,526,2,1,34,3,122726.56,1,1,1,46772.36,0
1768,1768,677,1,1,58,9,0.0,1,0,1,168650.4,0
1769,1769,738,3,1,35,3,0.0,1,1,1,15650.73,0
1770,1770,534,1,0,42,9,144801.97,1,0,1,12483.39,1
1771,1771,712,1,1,29,3,102540.61,1,1,1,189680.79,0
1772,1772,432,1,0,27,6,62339.81,2,0,0,53874.67,0
1773,1773,850,1,0,29,10,0.0,2,1,1,199775.67,0
1774,1774,664,1,1,55,8,0.0,2,1,1,139161.64,0
1775,1775,724,1,0,34,2,0.0,2,1,1,118863.38,0
1776,1776,642,1,0,33,4,84607.34,2,0,1,60059.47,0
1777,1777,650,2,0,35,3,165982.43,2,1,1,24482.16,0
1778,1778,663,2,1,37,7,143625.83,2,0,1,176487.05,0
1779,1779,600,1,1,29,8,0.0,2,0,1,34747.43,0
1780,1780,627,1,1,41,3,0.0,2,1,0,132719.8,0
1781,1781,635,2,1,43,5,78992.75,2,0,0,153265.31,0
1782,1782,515,2,1,37,2,90432.92,1,1,1,188366.04,1
1783,1783,650,3,1,41,9,0.0,2,0,1,191599.67,0
1784,1784,679,3,1,39,5,0.0,2,1,1,100060.54,0
1785,1785,698,3,0,39,9,161993.89,1,0,0,90212.38,0
1786,1786,718,1,1,37,8,0.0,2,1,1,142.81,0
1787,1787,610,1,1,36,4,129440.3,2,1,0,102638.35,0
1788,1788,765,1,1,40,6,138033.55,1,1,1,67972.45,0
1789,1789,769,2,0,34,7,137239.17,1,1,1,71379.92,1
1790,1790,663,1,1,39,4,0.0,1,1,0,76884.05,0
1791,1791,614,2,0,44,6,118715.86,1,1,0,133591.11,1
1792,1792,521,3,1,29,3,60280.62,1,1,0,154271.41,0
1793,1793,718,1,1,35,3,97560.16,1,1,1,53511.74,0
1794,1794,697,1,1,42,9,132739.26,2,0,0,174667.65,0
1795,1795,850,1,1,19,8,0.0,1,1,1,68569.89,0
1796,1796,641,2,0,40,2,110086.69,1,1,0,159773.14,0
1797,1797,628,3,1,50,8,0.0,1,0,0,144366.83,1
1798,1798,699,1,1,35,5,0.0,2,1,1,78397.24,0
1799,1799,479,1,1,40,1,0.0,2,0,0,114996.43,0
1800,1800,537,3,1,42,1,190569.23,1,0,1,127154.8,0
1801,1801,521,1,0,41,2,0.0,2,1,1,113089.43,0
1802,1802,728,2,1,32,5,61825.5,1,1,1,156124.93,0
1803,1803,615,1,1,64,0,81564.1,2,0,1,35896.09,0
1804,1804,714,3,1,29,4,0.0,2,1,1,37605.9,0
1805,1805,567,3,1,43,2,115643.58,2,0,0,174606.35,0
1806,1806,542,1,0,43,8,145618.37,1,0,1,10350.74,0
1807,1807,549,2,1,41,9,95020.8,3,1,1,131710.59,1
1808,1808,702,1,1,40,3,148556.74,1,0,1,146056.29,0
1809,1809,587,3,1,48,1,0.0,2,1,1,8908.0,0
1810,1810,725,1,1,38,6,0.0,2,1,1,158697.28,0
1811,1811,718,3,0,39,2,0.0,1,1,1,52138.49,0
1812,1812,587,3,1,51,3,83739.32,1,0,1,148798.45,0
1813,1813,472,1,0,37,1,0.0,2,1,1,48357.9,0
1814,1814,539,2,0,43,3,116220.5,3,1,0,55803.96,1
1815,1815,573,2,0,35,9,206868.78,2,0,1,102986.15,0
1816,1816,604,3,0,34,3,0.0,2,1,0,38587.7,0
1817,1817,498,2,1,25,8,121702.73,1,1,1,132210.49,0
1818,1818,712,1,1,33,3,153819.58,1,1,0,79176.09,1
1819,1819,698,3,1,27,6,125427.37,2,0,0,27654.44,0
1820,1820,496,1,1,31,5,0.0,2,1,0,93713.13,0
1821,1821,606,2,1,48,4,132403.56,1,0,0,36091.91,1
1822,1822,603,1,1,32,7,0.0,1,1,0,198055.94,1
1823,1823,418,1,1,35,7,0.0,2,1,1,88878.15,0
1824,1824,481,1,1,44,9,175303.06,1,1,0,65500.53,1
1825,1825,645,3,1,49,8,0.0,2,1,0,162012.6,0
1826,1826,739,1,0,36,0,0.0,2,0,0,133465.57,0
1827,1827,623,1,1,23,1,106012.2,2,0,1,191415.94,0
1828,1828,562,2,1,35,3,142296.13,1,0,1,177112.7,0
1829,1829,706,2,1,32,5,88348.43,2,1,1,104181.78,0
1830,1830,513,3,1,72,3,98903.06,1,1,1,81251.24,0
1831,1831,695,1,0,29,9,0.0,2,1,0,111565.45,0
1832,1832,497,3,1,27,7,149400.27,1,0,0,167522.19,0
1833,1833,587,1,1,38,0,0.0,2,1,0,47414.15,0
1834,1834,648,1,0,39,6,130694.89,2,1,1,153955.38,1
1835,1835,719,3,1,44,4,0.0,1,0,0,84972.9,1
1836,1836,640,2,1,48,1,111599.32,1,0,1,135995.58,0
1837,1837,665,1,0,40,6,0.0,1,1,1,161848.03,0
1838,1838,629,1,1,46,1,130666.2,1,1,1,161125.67,1
1839,1839,787,2,1,43,0,132217.45,1,1,0,20955.03,1
1840,1840,659,3,0,42,2,0.0,1,0,0,162734.31,1
1841,1841,653,2,0,37,3,125734.2,2,1,0,134625.09,1
